Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans
28/03/2026,AMZN,27.763231,21.218708,0.7642737259218856,11.75%,58.753340582005954
28/03/2026,ASML,45.66865,30.054716,0.6581038852692164,13.48%,137.95234563841885
28/03/2026,NVDA,34.11813,15.0696945,0.4416916900193534,25.95%,1954.7149928011045
28/03/2026,GOOG,25.3247,20.386993,0.8050240674124471,14.32%,65.25461209416885
28/03/2026,BKNG,24.50911,12.967863,0.5291037903865135,8.91%,22.151739130434784
28/03/2026,NEM.DE,34.971752,21.07887,0.6027398913271488,,
28/03/2026,CRM,22.98846,12.03166,0.5233782515227206,9.98%,15.224276116749474
28/03/2026,INTU,27.09434,15.728231,0.5804987683774545,12.35%,34.08210324057055
28/03/2026,MA,29.330103,21.375011,0.7287738130343422,12.12%,46.333172686485696
28/03/2026,MSFT,22.326033,18.926298,0.8477232833974581,16.43%,65.7324597476689
28/03/2026,SPGI,27.691887,18.3998,0.6644473162843687,7.22%,35.78313505781544
28/03/2026,V,27.774435,20.328844,0.7319264640306814,10.51%,32.791118089088
