Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans
16/08/2025,AMZN,35.217987,37.565853,1.0666666723455829,10.07%,76.33085517941629
16/08/2025,ASML,26.317728,27.796253,1.0561798115703604,10.75%,76.61335284105539
16/08/2025,NVDA,58.20968,43.798546,0.7524271908040038,20.33%,3177.789611788546
16/08/2025,GOOG,21.845415,22.894974,1.0480448185580362,11.11%,52.3808095952024
16/08/2025,BKNG,38.02224,25.991375,0.6835834764074922,8.48%,32.27467751061088
16/08/2025,NEM.DE,74.72727,62.588833,0.8375634892054801,,115.46499987384546
16/08/2025,CRM,37.88125,21.78257,0.5750224715393499,9.87%,23.031386947127178
16/08/2025,INTU,58.461662,32.242016,0.5515070029996753,13.60%,63.550452473118085
16/08/2025,MA,39.224545,35.51282,0.905372388640837,,53.149185785595236
16/08/2025,MSFT,38.16361,34.79398,0.9117056798347954,12.45%,116.77572746193319
16/08/2025,SPGI,42.739628,33.103508,0.7745389828849235,6.20%,49.725253277605425
16/08/2025,V,33.672535,27.209322,0.8080568332618853,,39.64431979650725
