Date_Requete,Ticker,PE_trailing,ForwardPE,PE_Ratio,Prevision croissance 5 ans,Performance_Moyenne_10ans
14/03/2026,AMZN,29.00419,22.230072,0.7664434690298194,11.75%,62.438387654584325
14/03/2026,ASML,47.16754,31.142332,0.6602492307209576,13.48%,143.6183518874007
14/03/2026,NVDA,36.785713,16.68892,0.4536793944975322,25.95%,2269.6029120426792
14/03/2026,GOOG,27.861368,22.477924,0.8067774705104216,14.32%,73.21399693009506
14/03/2026,BKNG,25.64089,13.544929,0.5282550254690848,8.91%,22.589528248935203
14/03/2026,NEM.DE,39.29379,28.49604,0.7252046697455247,,45.480539066448195
14/03/2026,CRM,24.690142,12.935378,0.5239086109751819,9.98%,17.02477635118995
14/03/2026,INTU,28.661888,16.65084,0.5809400971771294,12.35%,37.798985508063254
14/03/2026,MA,30.126434,22.006386,0.7304676683606164,12.12%,49.47769737064515
14/03/2026,MSFT,24.752815,20.990755,0.8480148621480023,16.43%,74.54867051851559
14/03/2026,SPGI,28.819235,19.144386,0.6642919563964832,7.22%,39.415771289302356
14/03/2026,V,28.812384,21.138292,0.7336530014316066,10.51%,36.084927318927505
